Version,File Name,size,LOC Touched,NR,Atuthors Number,Churn,AVG Churn,MAX Churn,ChangeSetSize,MAX ChangeSetSize,AVG ChangeSetSize,Age,Defective
0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java,37,81,2,2,77,38,77,452,281,226,35,false
0,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,5840,18357,2,2,6367,3183,6095,176,171,88,13,true
0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java,429,780,3,2,704,234,703,549,281,183,35,false
0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java,62,207,3,2,105,35,104,549,281,183,35,false
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,384,738,10,3,414,41,434,697,281,69,35,true
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,78,115,4,2,99,24,99,51,43,12,2,true
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,29,61,5,3,39,7,38,645,281,129,35,true
0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java,19,52,2,2,48,24,48,310,281,155,35,false
0,hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java,120,164,2,2,162,81,162,452,281,226,35,true
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,58,130,4,3,72,18,61,540,281,135,35,true
0,hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java,8,55,2,2,47,23,47,452,281,226,35,false
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,31,45,1,1,45,45,45,35,35,35,0,true
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,111,170,5,3,136,27,112,637,281,127,35,false
0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java,16,39,1,1,39,39,39,281,281,281,35,false
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,84,166,9,3,100,11,107,727,281,80,35,true
0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java,95,137,4,2,123,30,122,578,281,144,35,false
0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,306,451,3,2,427,142,426,549,281,183,35,false
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,397,508,9,3,462,51,450,693,281,77,35,true
0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java,55,89,3,2,83,27,82,549,281,183,35,false
0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,99,156,6,3,118,19,102,680,281,113,35,false
0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java,95,157,2,2,153,76,153,452,281,226,35,false
