dataset;#TrainingRelease;%Defective in training;%Defective in testing;classifier;balancing;Feature Selection;cost;TP;FP;TN;FN;Precision;Recall;FMeasure;ROC Area;Kappa
OPENJPA;2;9,69;16,92;IBK;NO_SAMPLING;NO_SELECTION;NO_COST_SENSITIVE;14,0000;3,0000;827,0000;155,0000;0,8235;0,0828;0,1505;0,5396;0,1234
OPENJPA;2;9,69;16,92;IBK;NO_SAMPLING;BEST_FIRST;NO_COST_SENSITIVE;84,0000;90,0000;740,0000;85,0000;0,4828;0,4970;0,4898;0,6943;0,3841
OPENJPA;2;9,69;16,92;IBK;NO_SAMPLING;NO_SELECTION;SENSITIVE_THRESHOLD;14,0000;3,0000;827,0000;155,0000;0,8235;0,0828;0,1505;0,5396;0,1234
OPENJPA;2;9,69;16,92;IBK;NO_SAMPLING;BEST_FIRST;SENSITIVE_THRESHOLD;84,0000;90,0000;740,0000;85,0000;0,4828;0,4970;0,4898;0,6943;0,3841
OPENJPA;2;9,69;16,92;IBK;NO_SAMPLING;NO_SELECTION;SENSITIVE_LEARNING;14,0000;3,0000;827,0000;155,0000;0,8235;0,0828;0,1505;0,5396;0,1234
OPENJPA;2;9,69;16,92;IBK;NO_SAMPLING;BEST_FIRST;SENSITIVE_LEARNING;84,0000;90,0000;740,0000;85,0000;0,4828;0,4970;0,4898;0,6943;0,3841
OPENJPA;2;9,69;16,92;IBK;OVER_SAMPLING;NO_SELECTION;NO_COST_SENSITIVE;16,0000;4,0000;826,0000;153,0000;0,8000;0,0947;0,1693;0,5537;0,1385
OPENJPA;2;9,69;16,92;IBK;OVER_SAMPLING;BEST_FIRST;NO_COST_SENSITIVE;100,0000;120,0000;710,0000;69,0000;0,4545;0,5917;0,5141;0,6489;0,3992
OPENJPA;2;9,69;16,92;IBK;OVER_SAMPLING;NO_SELECTION;SENSITIVE_THRESHOLD;16,0000;4,0000;826,0000;153,0000;0,8000;0,0947;0,1693;0,5449;0,1385
OPENJPA;2;9,69;16,92;IBK;OVER_SAMPLING;BEST_FIRST;SENSITIVE_THRESHOLD;100,0000;120,0000;710,0000;69,0000;0,4545;0,5917;0,5141;0,7236;0,3992
